id_detalle,id_transaccion,id_producto,cantidad,subtotal
1932,1770,58,1,499448.01
1933,1770,71,2,244193.64
1934,1771,32,2,690929.8
1935,1772,95,3,1675695.03
1936,1772,4,1,211840.22
1937,1773,50,3,1704581.85
1938,1773,1,3,783916.2
1939,1773,2,1,230744.14
1940,1773,73,3,79507.17
1941,1774,41,2,594803.22
1942,1774,75,1,137498.31
1943,1775,74,2,451884.8
1944,1775,4,1,211840.22
1945,1775,46,3,929546.4
1946,1776,73,2,53004.78
1947,1776,85,3,197867.4
1948,1777,40,2,473846.9
1949,1777,72,2,1336007.96
1950,1777,54,1,82660.62
1951,1777,22,1,347027.95
1952,1778,85,1,65955.8
1953,1778,79,1,139793.07
1954,1779,9,3,757333.8
1955,1779,70,1,367540.98
1956,1780,82,1,126417.11
1957,1780,58,3,1498344.03
1958,1780,13,3,1449786.84
1959,1780,79,1,139793.07
1960,1781,9,2,504889.2
1961,1781,59,2,809838.6
1962,1781,81,3,1414313.49
1963,1782,33,3,452137.77
1964,1782,31,2,631039.5
1965,1782,24,3,1046967.6
1966,1783,32,1,345464.9
1967,1783,83,2,943740.66
1968,1783,37,2,485402.46
1969,1783,58,2,998896.02
1970,1784,7,2,1199946.28
1971,1785,60,2,578433.66
1972,1785,90,1,163599.17
1973,1785,8,3,136469.37
1974,1786,61,1,628712.8
1975,1787,42,2,489986.66
1976,1788,35,3,439974.69
1977,1788,29,1,258379.82
1978,1789,29,2,516759.64
1979,1789,3,2,322930.6
1980,1790,46,3,929546.4
1981,1790,55,1,230181.41
1982,1790,13,2,966524.56
1983,1791,21,1,337428.66
1984,1791,36,3,1068158.91
1985,1792,51,2,167411.06
1986,1792,45,2,227918.66
1987,1793,95,1,558565.01
1988,1793,76,2,977218.7
1989,1793,8,1,45489.79
1990,1794,40,3,710770.35
1991,1794,37,1,242701.23
1992,1795,50,3,1704581.85
1993,1795,53,2,844690.16
1994,1795,57,3,1307343.48
1995,1795,59,2,809838.6
1996,1796,1,1,261305.4
1997,1796,40,3,710770.35
1998,1796,46,2,619697.6
1999,1796,79,3,419379.21
2000,1797,68,2,555960.28
2001,1797,74,1,225942.4
2002,1798,77,3,775173.21
2003,1798,66,1,435279.28
2004,1799,5,1,100834.5
2005,1799,98,3,267464.43
2006,1799,25,3,727727.37
2007,1799,59,2,809838.6
2008,1800,88,1,108736.74
2009,1801,85,1,65955.8
2010,1801,66,3,1305837.84
2011,1801,60,2,578433.66
2012,1801,47,2,659338.18
2013,1802,13,3,1449786.84
2014,1803,54,2,165321.24
2015,1803,69,1,219148.48
2016,1803,93,2,1336285.4
2017,1804,51,2,167411.06
2018,1804,80,1,137404.27
2019,1804,68,3,833940.42
2020,1804,41,1,297401.61
2021,1805,7,3,1799919.42
2022,1805,22,2,694055.9
2023,1806,82,1,126417.11
2024,1806,32,1,345464.9
2025,1806,86,3,1702930.32
2026,1807,52,3,1263353.4
2027,1807,31,2,631039.5
2028,1807,31,1,315519.75
2029,1807,34,1,144377.13
2030,1808,5,3,302503.5
2031,1808,5,3,302503.5
2032,1808,51,2,167411.06
2033,1809,30,3,303733.86
2034,1809,31,1,315519.75
2035,1810,89,2,714277.78
2036,1810,16,1,311606.04
2037,1810,73,2,53004.78
2038,1810,96,3,552586.74
2039,1811,49,1,434174.64
2040,1811,30,3,303733.86
2041,1811,2,1,230744.14
2042,1811,95,1,558565.01
2043,1812,23,2,863378.6
2044,1812,20,2,895912.34
2045,1812,60,3,867650.49
2046,1812,92,3,291500.19
2047,1813,98,1,89154.81
2048,1814,89,1,357138.89
2049,1814,42,3,734979.99
2050,1814,43,1,417837.75
2051,1814,70,2,735081.96
2052,1815,52,2,842235.6
2053,1815,46,2,619697.6
2054,1815,34,2,288754.26
2055,1816,7,3,1799919.42
2056,1817,4,3,635520.66
2057,1817,20,1,447956.17
2058,1817,46,2,619697.6
2059,1818,59,3,1214757.9
2060,1819,65,1,411230.55
2061,1819,71,2,244193.64
2062,1819,64,1,280675.77
2063,1819,74,1,225942.4
2064,1820,10,2,460119.82
2065,1820,59,2,809838.6
2066,1820,67,2,397358.24
2067,1820,99,2,917466.5
2068,1821,2,3,692232.42
2069,1821,24,1,348989.2
2070,1821,64,2,561351.54
2071,1821,67,3,596037.36
2072,1822,23,3,1295067.9
2073,1822,3,3,484395.9
2074,1822,10,2,460119.82
2075,1822,6,2,637785.1
2076,1823,1,2,522610.8
2077,1823,21,1,337428.66
2078,1824,6,3,956677.65
2079,1824,32,3,1036394.7
2080,1824,18,1,476485.28
2081,1825,24,3,1046967.6
2082,1825,79,2,279586.14
2083,1826,4,3,635520.66
2084,1826,94,3,1188869.82
2085,1827,6,2,637785.1
2086,1827,73,1,26502.39
2087,1827,44,2,256075.92
2088,1827,71,2,244193.64
2089,1828,55,3,690544.23
2090,1828,7,2,1199946.28
2091,1829,55,2,460362.82
2092,1829,73,2,53004.78
2093,1830,21,1,337428.66
2094,1830,64,2,561351.54
2095,1830,41,1,297401.61
2096,1831,49,2,868349.28
2097,1831,34,2,288754.26
2098,1832,15,1,165734.73
2099,1832,49,1,434174.64
2100,1832,6,2,637785.1
2101,1833,47,3,989007.27
2102,1834,47,3,989007.27
2103,1834,75,3,412494.93
2104,1835,8,1,45489.79
2105,1835,20,1,447956.17
2106,1835,70,2,735081.96
2107,1836,84,1,134197.19
2108,1836,16,2,623212.08
2109,1836,81,1,471437.83
2110,1837,31,2,631039.5
2111,1837,53,3,1267035.24
2112,1837,3,3,484395.9
2113,1837,96,2,368391.16
2114,1838,57,2,871562.32
2115,1838,36,2,712105.94
2116,1838,18,3,1429455.84
2117,1838,13,2,966524.56
2118,1839,67,1,198679.12
2119,1840,43,1,417837.75
2120,1840,59,2,809838.6
2121,1841,60,2,578433.66
2122,1841,95,3,1675695.03
2123,1841,45,1,113959.33
2124,1842,45,1,113959.33
2125,1842,77,1,258391.07
2126,1842,83,1,471870.33
2127,1842,15,2,331469.46
2128,1843,18,3,1429455.84
2129,1844,100,2,366415.58
2130,1844,41,1,297401.61
2131,1844,73,3,79507.17
2132,1845,1,1,261305.4
2133,1845,53,2,844690.16
2134,1845,61,1,628712.8
2135,1846,17,2,124096.72
2136,1846,26,2,1123055.72
2137,1847,48,3,420159.51
2138,1847,15,3,497204.19
2139,1847,76,3,1465828.05
2140,1847,91,2,614905.38
2141,1848,58,2,998896.02
2142,1849,77,2,516782.14
2143,1849,88,1,108736.74
2144,1849,22,2,694055.9
2145,1849,43,1,417837.75
2146,1850,44,1,128037.96
2147,1850,46,1,309848.8
2148,1850,33,2,301425.18
2149,1850,52,2,842235.6
2150,1851,72,2,1336007.96
2151,1852,49,1,434174.64
2152,1852,96,3,552586.74
2153,1852,55,1,230181.41
2154,1852,21,1,337428.66
2155,1853,14,2,457068.66
2156,1854,51,3,251116.59
2157,1854,80,3,412212.81
2158,1854,26,3,1684583.58
2159,1855,83,1,471870.33
2160,1855,45,2,227918.66
2161,1856,79,3,419379.21
2162,1856,79,1,139793.07
2163,1856,57,1,435781.16
2164,1856,98,1,89154.81
2165,1857,18,1,476485.28
2166,1857,65,1,411230.55
2167,1857,98,1,89154.81
2168,1858,93,2,1336285.4
2169,1858,17,2,124096.72
2170,1858,77,2,516782.14
2171,1858,99,3,1376199.75
2172,1859,58,2,998896.02
2173,1859,57,3,1307343.48
2174,1859,30,1,101244.62
2175,1860,99,2,917466.5
2176,1860,36,3,1068158.91
2177,1860,7,2,1199946.28
2178,1860,37,2,485402.46
2179,1861,92,1,97166.73
2180,1862,40,2,473846.9
2181,1862,10,3,690179.73
2182,1863,83,1,471870.33
2183,1864,54,3,247981.86
2184,1865,12,3,1340443.92
2185,1865,70,2,735081.96
2186,1865,16,2,623212.08
2187,1865,50,1,568193.95
2188,1866,61,3,1886138.4
2189,1866,58,1,499448.01
2190,1866,63,1,211246.74
2191,1866,44,3,384113.88
2192,1867,26,1,561527.86
2193,1868,65,2,822461.1
2194,1868,51,2,167411.06
2195,1868,86,3,1702930.32
2196,1869,80,2,274808.54
2197,1869,32,2,690929.8
2198,1869,2,2,461488.28
2199,1869,3,1,161465.3
2200,1870,84,1,134197.19
2201,1870,55,3,690544.23
2202,1870,46,2,619697.6
2203,1870,46,2,619697.6
2204,1871,59,3,1214757.9
2205,1871,40,1,236923.45
2206,1871,31,1,315519.75
2207,1872,71,2,244193.64
2208,1873,11,2,808621.84
2209,1873,38,2,593458.62
2210,1873,40,1,236923.45
2211,1873,43,2,835675.5
2212,1874,49,2,868349.28
2213,1874,52,3,1263353.4
2214,1874,40,2,473846.9
2215,1875,15,3,497204.19
2216,1875,39,2,309498.64
2217,1875,11,3,1212932.76
2218,1876,66,2,870558.56
2219,1876,30,1,101244.62
2220,1877,47,3,989007.27
2221,1877,70,3,1102622.94
2222,1877,79,1,139793.07
2223,1878,46,2,619697.6
2224,1878,55,2,460362.82
2225,1879,22,2,694055.9
2226,1879,98,1,89154.81
2227,1879,68,3,833940.42
2228,1880,53,3,1267035.24
2229,1880,2,1,230744.14
2230,1880,61,1,628712.8
2231,1881,73,2,53004.78
2232,1881,4,3,635520.66
2233,1882,97,3,1274357.46
2234,1883,17,3,186145.08
2235,1883,20,3,1343868.51
2236,1884,68,2,555960.28
2237,1884,90,1,163599.17
2238,1884,70,3,1102622.94
2239,1884,38,3,890187.93
2240,1885,90,2,327198.34
2241,1885,35,2,293316.46
2242,1885,89,1,357138.89
2243,1886,98,1,89154.81
2244,1886,100,3,549623.37
2245,1886,47,1,329669.09
2246,1887,80,1,137404.27
2247,1887,77,2,516782.14
2248,1887,37,3,728103.69
2249,1887,50,3,1704581.85
2250,1888,96,2,368391.16
2251,1889,4,1,211840.22
2252,1889,91,1,307452.69
2253,1889,59,1,404919.3
2254,1889,83,2,943740.66
2255,1890,56,1,227697.6
2256,1890,93,2,1336285.4
2257,1890,5,2,201669.0
2258,1891,77,1,258391.07
2259,1892,8,2,90979.58
2260,1892,83,3,1415610.99
2261,1892,70,3,1102622.94
2262,1892,77,3,775173.21
2263,1893,37,2,485402.46
2264,1893,44,2,256075.92
2265,1893,61,3,1886138.4
2266,1893,93,3,2004428.1
2267,1894,84,2,268394.38
2268,1894,36,3,1068158.91
2269,1894,53,1,422345.08
2270,1895,97,2,849571.64
2271,1895,89,1,357138.89
2272,1895,85,3,197867.4
2273,1896,42,2,489986.66
2274,1896,99,2,917466.5
2275,1896,7,2,1199946.28
2276,1897,69,1,219148.48
2277,1898,95,2,1117130.02
2278,1898,64,2,561351.54
2279,1898,25,1,242575.79
2280,1898,88,1,108736.74
2281,1899,47,3,989007.27
2282,1900,6,3,956677.65
2283,1900,76,3,1465828.05
2284,1901,18,3,1429455.84
2285,1902,24,1,348989.2
2286,1902,85,2,131911.6
2287,1903,52,3,1263353.4
2288,1904,65,2,822461.1
2289,1904,9,2,504889.2
2290,1905,26,2,1123055.72
2291,1905,88,2,217473.48
2292,1905,29,3,775139.46
2293,1906,27,1,175464.12
2294,1906,9,2,504889.2
2295,1906,93,2,1336285.4
2296,1907,88,1,108736.74
2297,1907,43,3,1253513.25
2298,1907,26,1,561527.86
2299,1907,78,1,358992.19
2300,1908,35,3,439974.69
2301,1908,61,2,1257425.6
2302,1908,67,1,198679.12
2303,1909,32,3,1036394.7
2304,1910,60,3,867650.49
2305,1910,78,3,1076976.57
2306,1910,74,2,451884.8
2307,1911,29,1,258379.82
2308,1911,96,3,552586.74
2309,1911,59,2,809838.6
2310,1912,28,2,525974.52
2311,1912,32,1,345464.9
2312,1912,48,1,140053.17
2313,1912,7,2,1199946.28
2314,1913,73,2,53004.78
2315,1914,33,1,150712.59
2316,1915,58,2,998896.02
2317,1915,98,3,267464.43
2318,1916,82,3,379251.33
2319,1916,41,1,297401.61
2320,1916,22,2,694055.9
2321,1916,18,2,952970.56
2322,1917,65,1,411230.55
2323,1917,84,3,402591.57
2324,1917,89,3,1071416.67
2325,1917,97,2,849571.64
2326,1918,69,1,219148.48
2327,1919,3,1,161465.3
2328,1920,71,3,366290.46
2329,1921,80,2,274808.54
2330,1921,55,1,230181.41
2331,1922,10,1,230059.91
2332,1922,31,3,946559.25
2333,1922,44,1,128037.96
2334,1922,27,3,526392.36
2335,1923,72,1,668003.98
2336,1923,28,1,262987.26
2337,1923,73,2,53004.78
2338,1923,22,3,1041083.85
2339,1924,64,1,280675.77
2340,1924,20,3,1343868.51
2341,1924,85,1,65955.8
2342,1925,77,1,258391.07
2343,1925,16,2,623212.08
2344,1925,38,3,890187.93
2345,1926,58,3,1498344.03
2346,1926,58,2,998896.02
2347,1926,36,2,712105.94
2348,1927,21,2,674857.32
2349,1927,65,2,822461.1
2350,1928,31,1,315519.75
2351,1929,68,3,833940.42
2352,1929,88,3,326210.22
2353,1929,24,3,1046967.6
2354,1930,39,1,154749.32
2355,1930,89,1,357138.89
2356,1930,3,1,161465.3
2357,1931,55,3,690544.23
2358,1931,22,3,1041083.85
2359,1931,69,2,438296.96
2360,1931,93,1,668142.7
2361,1932,78,2,717984.38
2362,1932,45,1,113959.33
2363,1932,99,2,917466.5
2364,1933,19,2,596204.88
2365,1933,26,2,1123055.72
2366,1934,11,3,1212932.76
2367,1935,51,1,83705.53
2368,1935,53,1,422345.08
2369,1935,68,3,833940.42
2370,1935,86,2,1135286.88
2371,1936,18,2,952970.56
2372,1936,77,3,775173.21
2373,1937,89,3,1071416.67
2374,1938,48,1,140053.17
2375,1939,26,3,1684583.58
2376,1939,52,1,421117.8
2377,1939,35,1,146658.23
2378,1939,90,2,327198.34
2379,1940,53,1,422345.08
2380,1940,88,2,217473.48
2381,1940,4,3,635520.66
2382,1941,77,1,258391.07
2383,1941,8,1,45489.79
2384,1941,52,1,421117.8
2385,1942,86,3,1702930.32
2386,1943,30,3,303733.86
2387,1943,6,2,637785.1
2388,1943,78,2,717984.38
2389,1944,44,2,256075.92
2390,1945,74,2,451884.8
2391,1946,46,1,309848.8
2392,1946,71,1,122096.82
2393,1946,51,3,251116.59
2394,1946,74,2,451884.8
2395,1947,26,2,1123055.72
2396,1947,32,3,1036394.7
2397,1948,83,2,943740.66
2398,1949,53,3,1267035.24
2399,1949,48,1,140053.17
2400,1950,59,3,1214757.9
2401,1950,56,1,227697.6
2402,1950,52,1,421117.8
2403,1951,89,3,1071416.67
2404,1952,81,3,1414313.49
2405,1952,68,2,555960.28
2406,1952,21,1,337428.66
2407,1953,71,2,244193.64
2408,1953,75,2,274996.62
2409,1953,31,2,631039.5
2410,1953,27,1,175464.12
2411,1954,38,3,890187.93
2412,1955,24,3,1046967.6
2413,1955,85,3,197867.4
2414,1955,20,3,1343868.51
2415,1956,48,1,140053.17
2416,1956,48,1,140053.17
2417,1956,3,3,484395.9
2418,1956,17,1,62048.36
2419,1957,91,1,307452.69
2420,1958,89,2,714277.78
2421,1959,35,2,293316.46
2422,1960,24,3,1046967.6
2423,1960,40,2,473846.9
2424,1961,6,2,637785.1
2425,1961,4,3,635520.66
2426,1961,30,3,303733.86
2427,1961,71,3,366290.46
2428,1962,79,1,139793.07
2429,1963,16,3,934818.12
2430,1963,53,2,844690.16
2431,1963,94,1,396289.94
2432,1963,34,2,288754.26
2433,1964,7,1,599973.14
2434,1964,98,1,89154.81
2435,1964,34,1,144377.13
2436,1964,99,2,917466.5
2437,1965,5,3,302503.5
2438,1965,20,1,447956.17
2439,1965,52,2,842235.6
2440,1966,9,3,757333.8
2441,1966,55,2,460362.82
2442,1967,1,1,261305.4
2443,1967,11,1,404310.92
2444,1967,8,2,90979.58
2445,1967,59,1,404919.3
2446,1968,1,2,522610.8
2447,1968,36,2,712105.94
2448,1968,19,3,894307.32
2449,1968,35,2,293316.46
2450,1969,44,3,384113.88
2451,1969,65,2,822461.1
2452,1969,73,2,53004.78
2453,1970,64,2,561351.54
2454,1970,51,2,167411.06
2455,1970,52,2,842235.6
2456,1971,28,1,262987.26
2457,1971,27,2,350928.24
2458,1971,23,1,431689.3
2459,1971,52,1,421117.8
2460,1972,27,1,175464.12
2461,1972,55,2,460362.82
2462,1973,60,3,867650.49
2463,1973,23,2,863378.6
2464,1973,90,1,163599.17
2465,1973,10,1,230059.91
2466,1974,83,1,471870.33
2467,1974,3,2,322930.6
2468,1974,43,1,417837.75
2469,1975,11,2,808621.84
2470,1975,7,1,599973.14
2471,1976,10,2,460119.82
2472,1976,5,1,100834.5
2473,1976,80,2,274808.54
2474,1977,6,1,318892.55
2475,1977,52,2,842235.6
2476,1978,59,2,809838.6
2477,1978,29,2,516759.64
2478,1978,49,2,868349.28
2479,1978,58,2,998896.02
2480,1979,67,2,397358.24
2481,1979,69,3,657445.44
2482,1979,72,1,668003.98
2483,1979,19,1,298102.44
2484,1980,41,2,594803.22
2485,1980,79,1,139793.07
2486,1980,84,1,134197.19
2487,1980,95,2,1117130.02
2488,1981,34,1,144377.13
2489,1981,63,2,422493.48
2490,1981,80,1,137404.27
2491,1982,18,3,1429455.84
2492,1982,23,3,1295067.9
2493,1982,4,1,211840.22
2494,1982,96,1,184195.58
2495,1983,94,3,1188869.82
2496,1983,54,1,82660.62
2497,1983,18,3,1429455.84
2498,1984,21,3,1012285.98
2499,1984,45,2,227918.66
2500,1984,98,1,89154.81
2501,1984,3,3,484395.9
2502,1985,22,3,1041083.85
2503,1985,44,3,384113.88
2504,1985,92,1,97166.73
2505,1985,1,2,522610.8
2506,1986,38,1,296729.31
2507,1987,52,3,1263353.4
2508,1988,97,3,1274357.46
2509,1988,64,2,561351.54
2510,1988,1,3,783916.2
2511,1989,10,1,230059.91
2512,1990,96,3,552586.74
2513,1990,87,2,929869.44
2514,1990,70,1,367540.98
2515,1990,80,1,137404.27
2516,1991,80,3,412212.81
2517,1991,42,1,244993.33
2518,1992,18,3,1429455.84
2519,1992,88,2,217473.48
2520,1992,85,1,65955.8
2521,1993,18,3,1429455.84
2522,1994,69,2,438296.96
2523,1994,83,1,471870.33
2524,1995,3,3,484395.9
2525,1995,54,1,82660.62
2526,1996,48,3,420159.51
2527,1997,67,1,198679.12
2528,1997,6,2,637785.1
2529,1997,55,1,230181.41
2530,1998,16,3,934818.12
2531,1998,26,2,1123055.72
2532,1998,67,3,596037.36
2533,1998,24,1,348989.2
2534,1999,70,2,735081.96
2535,1999,77,3,775173.21
2536,1999,90,2,327198.34
2537,1999,59,2,809838.6
2538,2000,53,3,1267035.24
2539,2000,42,2,489986.66
2540,2001,15,2,331469.46
2541,2001,47,3,989007.27
2542,2002,78,3,1076976.57
2543,2002,80,1,137404.27
2544,2003,88,3,326210.22
2545,2003,75,3,412494.93
2546,2003,17,3,186145.08
2547,2004,79,2,279586.14
2548,2004,90,3,490797.51
2549,2005,2,3,692232.42
2550,2006,47,1,329669.09
2551,2007,80,3,412212.81
2552,2007,9,3,757333.8
2553,2008,36,2,712105.94
2554,2008,7,3,1799919.42
2555,2008,24,2,697978.4
2556,2008,100,1,183207.79
2557,2009,27,2,350928.24
2558,2009,68,1,277980.14
2559,2010,60,1,289216.83
2560,2010,41,2,594803.22
2561,2011,78,2,717984.38
2562,2011,85,2,131911.6
2563,2011,71,1,122096.82
2564,2011,36,1,356052.97
2565,2012,12,2,893629.28
2566,2012,72,3,2004011.94
2567,2012,7,2,1199946.28
2568,2012,11,1,404310.92
2569,2013,32,1,345464.9
2570,2013,44,2,256075.92
2571,2013,29,1,258379.82
2572,2013,97,2,849571.64
2573,2014,54,2,165321.24
2574,2014,86,3,1702930.32
2575,2014,13,2,966524.56
2576,2014,83,3,1415610.99
2577,2015,88,2,217473.48
2578,2015,1,2,522610.8
2579,2015,39,3,464247.96
2580,2015,41,1,297401.61
2581,2016,95,1,558565.01
2582,2016,89,3,1071416.67
2583,2017,19,3,894307.32
2584,2017,18,2,952970.56
2585,2018,10,3,690179.73
2586,2018,11,1,404310.92
2587,2019,43,2,835675.5
2588,2019,76,3,1465828.05
2589,2020,78,3,1076976.57
2590,2020,7,1,599973.14
2591,2020,73,1,26502.39
2592,2020,41,3,892204.83
2593,2021,39,3,464247.96
2594,2021,57,3,1307343.48
2595,2022,84,2,268394.38
2596,2023,33,3,452137.77
2597,2023,79,1,139793.07
2598,2024,49,2,868349.28
2599,2024,77,1,258391.07
2600,2024,44,3,384113.88
2601,2025,90,2,327198.34
2602,2025,34,1,144377.13
2603,2026,61,1,628712.8
2604,2026,48,3,420159.51
2605,2026,48,1,140053.17
2606,2026,89,1,357138.89
2607,2027,74,2,451884.8
2608,2027,18,3,1429455.84
2609,2028,77,2,516782.14
2610,2028,51,2,167411.06
2611,2029,7,3,1799919.42
2612,2029,12,2,893629.28
2613,2029,59,3,1214757.9
2614,2029,77,1,258391.07
2615,2030,48,3,420159.51
2616,2030,17,3,186145.08
2617,2030,8,1,45489.79
2618,2031,25,2,485151.58
2619,2031,79,1,139793.07
2620,2032,10,3,690179.73
2621,2032,66,3,1305837.84
2622,2032,3,3,484395.9
2623,2033,1,2,522610.8
2624,2034,15,1,165734.73
2625,2034,44,1,128037.96
2626,2035,16,3,934818.12
2627,2036,48,2,280106.34
2628,2037,36,1,356052.97
2629,2037,85,1,65955.8
2630,2038,59,1,404919.3
2631,2038,23,3,1295067.9
2632,2038,79,1,139793.07
2633,2039,12,1,446814.64
2634,2039,75,3,412494.93
2635,2040,46,1,309848.8
2636,2040,43,3,1253513.25
2637,2041,2,2,461488.28
2638,2041,53,1,422345.08
2639,2041,63,2,422493.48
2640,2041,3,2,322930.6
2641,2042,57,1,435781.16
2642,2042,97,2,849571.64
2643,2043,96,2,368391.16
2644,2043,42,1,244993.33
2645,2044,14,2,457068.66
2646,2044,54,3,247981.86
2647,2044,61,3,1886138.4
2648,2045,88,2,217473.48
2649,2045,82,1,126417.11
2650,2045,17,1,62048.36
2651,2045,24,3,1046967.6
2652,2046,10,3,690179.73
2653,2046,22,3,1041083.85
2654,2046,64,1,280675.77
2655,2046,18,3,1429455.84
2656,2047,58,1,499448.01
2657,2048,79,1,139793.07
2658,2048,92,2,194333.46
2659,2049,20,3,1343868.51
2660,2049,44,2,256075.92
2661,2049,6,3,956677.65
2662,2050,4,2,423680.44
2663,2050,74,1,225942.4
2664,2050,14,2,457068.66
2665,2050,89,2,714277.78
2666,2051,93,1,668142.7
2667,2051,82,3,379251.33
2668,2052,61,3,1886138.4
2669,2053,13,3,1449786.84
2670,2053,62,1,442619.67
2671,2054,21,1,337428.66
2672,2054,75,3,412494.93
2673,2055,36,3,1068158.91
2674,2055,35,2,293316.46
2675,2055,42,3,734979.99
2676,2055,30,2,202489.24
2677,2056,91,3,922358.07
2678,2056,72,1,668003.98
2679,2056,81,3,1414313.49
2680,2057,53,1,422345.08
2681,2057,33,2,301425.18
2682,2058,64,1,280675.77
2683,2058,86,1,567643.44
2684,2058,1,3,783916.2
2685,2058,13,3,1449786.84
2686,2059,19,1,298102.44
2687,2059,36,2,712105.94
2688,2059,4,1,211840.22
2689,2060,48,3,420159.51
2690,2060,74,2,451884.8
2691,2061,74,2,451884.8
2692,2062,73,3,79507.17
2693,2062,52,1,421117.8
2694,2063,43,1,417837.75
2695,2064,74,3,677827.2
2696,2064,50,3,1704581.85
2697,2065,64,1,280675.77
2698,2066,96,1,184195.58
2699,2067,16,2,623212.08
2700,2067,25,2,485151.58
2701,2067,45,3,341877.99
2702,2067,6,2,637785.1
2703,2068,73,2,53004.78
2704,2068,65,1,411230.55
2705,2068,28,2,525974.52
2706,2069,22,1,347027.95
2707,2069,22,1,347027.95
2708,2069,44,3,384113.88
2709,2069,77,3,775173.21
2710,2070,16,2,623212.08
2711,2070,38,2,593458.62
2712,2071,75,3,412494.93
2713,2071,46,2,619697.6
2714,2071,9,3,757333.8
2715,2071,29,3,775139.46
2716,2072,1,2,522610.8
2717,2072,37,3,728103.69
2718,2073,26,3,1684583.58
2719,2073,50,3,1704581.85
2720,2074,69,1,219148.48
2721,2074,33,1,150712.59
2722,2074,89,1,357138.89
2723,2075,50,2,1136387.9
2724,2076,77,1,258391.07
2725,2076,40,3,710770.35
2726,2077,63,2,422493.48
2727,2077,84,2,268394.38
2728,2077,44,2,256075.92
2729,2077,7,1,599973.14
2730,2078,37,2,485402.46
2731,2079,14,1,228534.33
2732,2080,69,2,438296.96
2733,2080,4,2,423680.44
2734,2081,38,3,890187.93
2735,2081,66,1,435279.28
2736,2082,83,1,471870.33
2737,2083,13,2,966524.56
2738,2083,35,2,293316.46
2739,2083,62,2,885239.34
2740,2084,96,2,368391.16
2741,2085,75,1,137498.31
2742,2085,5,1,100834.5
2743,2085,29,1,258379.82
2744,2085,57,2,871562.32
2745,2086,40,3,710770.35
2746,2086,3,3,484395.9
2747,2087,44,2,256075.92
2748,2088,17,1,62048.36
2749,2088,68,3,833940.42
2750,2088,91,2,614905.38
2751,2089,76,2,977218.7
2752,2089,39,1,154749.32
2753,2090,3,3,484395.9
2754,2090,97,1,424785.82
2755,2090,100,2,366415.58
2756,2090,74,2,451884.8
2757,2091,2,3,692232.42
2758,2092,2,1,230744.14
2759,2092,25,3,727727.37
2760,2093,38,3,890187.93
2761,2093,60,1,289216.83
2762,2093,9,3,757333.8
2763,2093,57,3,1307343.48
2764,2094,59,1,404919.3
2765,2094,83,1,471870.33
2766,2094,33,1,150712.59
2767,2094,69,3,657445.44
2768,2095,35,2,293316.46
2769,2095,74,3,677827.2
2770,2095,92,2,194333.46
2771,2096,60,3,867650.49
2772,2096,65,2,822461.1
2773,2096,24,1,348989.2
2774,2097,9,1,252444.6
2775,2097,65,1,411230.55
2776,2097,62,1,442619.67
2777,2098,38,2,593458.62
2778,2099,86,1,567643.44
2779,2099,8,2,90979.58
2780,2100,33,3,452137.77
2781,2100,58,2,998896.02
2782,2100,83,1,471870.33
2783,2101,62,3,1327859.01
2784,2102,48,1,140053.17
2785,2102,25,3,727727.37
2786,2102,5,2,201669.0
2787,2102,85,3,197867.4
2788,2103,36,3,1068158.91
2789,2104,12,3,1340443.92
2790,2105,32,1,345464.9
2791,2105,100,3,549623.37
2792,2105,92,3,291500.19
2793,2105,46,1,309848.8
2794,2106,1,1,261305.4
2795,2107,100,2,366415.58
2796,2107,48,1,140053.17
2797,2107,2,2,461488.28
2798,2108,45,2,227918.66
2799,2109,68,3,833940.42
2800,2109,7,3,1799919.42
2801,2109,98,3,267464.43
2802,2109,39,2,309498.64
2803,2110,27,1,175464.12
2804,2110,20,3,1343868.51
2805,2110,81,2,942875.66
2806,2111,30,3,303733.86
2807,2111,47,1,329669.09
2808,2111,64,2,561351.54
2809,2112,30,2,202489.24
2810,2112,87,3,1394804.16
2811,2113,95,3,1675695.03
2812,2113,88,3,326210.22
2813,2113,66,1,435279.28
2814,2113,45,1,113959.33
2815,2114,19,1,298102.44
2816,2114,83,3,1415610.99
2817,2114,19,1,298102.44
2818,2114,10,3,690179.73
2819,2115,100,3,549623.37
2820,2115,63,1,211246.74
2821,2115,35,2,293316.46
2822,2115,78,3,1076976.57
2823,2116,77,3,775173.21
2824,2117,41,2,594803.22
2825,2117,87,1,464934.72
2826,2117,46,1,309848.8
2827,2118,2,2,461488.28
2828,2118,16,3,934818.12
2829,2118,46,1,309848.8
2830,2119,79,1,139793.07
2831,2120,56,3,683092.8
2832,2120,19,3,894307.32
2833,2120,68,1,277980.14
2834,2121,93,1,668142.7
2835,2122,41,2,594803.22
2836,2122,10,1,230059.91
2837,2122,73,3,79507.17
2838,2123,65,1,411230.55
2839,2123,55,2,460362.82
2840,2123,86,2,1135286.88
2841,2124,87,1,464934.72
2842,2124,7,3,1799919.42
2843,2124,14,2,457068.66
2844,2125,59,3,1214757.9
2845,2125,78,3,1076976.57
2846,2125,27,3,526392.36
2847,2126,7,2,1199946.28
2848,2127,2,1,230744.14
2849,2127,63,3,633740.22
2850,2127,45,2,227918.66
2851,2127,19,2,596204.88
2852,2128,40,2,473846.9
