id_transaccion,id_local,id_cliente,fecha_venta,monto_total,tipo_pago,cantidad_cuotas
2025,14,1126,2025-01-17,471575.47,Credito Tienda,3
2026,8,1956,18 mayo 25,1546064.37,CREDITO TIENDA,6
2027,15,75,2025-02-16,1881340.64, debito ,1
2028,5,1670,2025-09-23,684193.2, debito ,1
2029,7,1167,2025-11-01,4166697.67,CREDITO TIENDA,6
2030,3,1110,2025-03-20,651794.38,CREDITO TIENDA,12
2031,10,191,2025-09-06,624944.65, debito ,1
2032,7,587,2025-08-22,2480413.47,Credito Tienda,3
2033,6,1445,2025-12-27,522610.8,Credito Tienda,12
2034,2,1075,2025-08-12,293772.69,Efectivo,1
2035,16,1466,2025-09-08,934818.12, debito ,1
2036,7,1630,2025-10-02,280106.34, debito ,1
2037,13,345,2025-12-10,422008.77,Debito,1
2038,11,1416,2025-11-04,1839780.27,Debito,1
2039,9,1937,2025-06-06,859309.57,CREDITO TIENDA,24
2040,5,1459,2025-01-21,1563362.05,Debito,1
2041,2,9999,08-03-2025,1629257.44,Credito Tienda,6
2042,8,1058,2025-12-28,1285352.8,Efectivo,1
2043,10,9999,18 mayo 25,613384.49,Debito,1
2044,12,532,2025-05-12,2591188.92, debito ,1
2045,8,1861,2025-04-21,1452906.55, debito ,1
2046,12,1895,26/03/2025,3441395.19,Debito,1
2047,9,315,2025-03-07,499448.01,Credito Tienda,12
2048,1,106,2025-12-14,334126.53,Credito Tienda,3
2049,15,1512,2025-02-20,2556622.08,Debito,1
2050,4,339,2025-03-03,1820969.28,Efectivo,1
2051,5,292,15/03/2025,1047394.03,Debito,1
2052,14,209,18/12/2025,1886138.4,Debito,1
2053,8,703,2025-09-13,1892406.51,Efectivo,1
2054,3,491,2025-06-22,749923.59,CREDITO TIENDA,6
2055,9,118,18 mayo 25,2298944.6, debito ,1
2056,3,1778,2025-08-23,3004675.54,Credito Tienda,6
2057,13,1589,04-06-2025,723770.26,Efectivo,1
2058,7,9999,18 mayo 25,3082022.25,CREDITO TIENDA,3
2059,1,518,18 mayo 25,1222048.6, debito ,1
2060,2,572,2025-12-17,872044.31,Credito Tienda,6
2061,2,1579,18 mayo 25,451884.8,Efectivo,1
2062,5,1272,2025-07-26,500624.97,Credito Tienda,6
2063,5,1204,06-10-2025,417837.75, debito ,1
2064,2,479,2025-08-14,2382409.05, debito ,1
2065,6,856,2025-07-10,280675.77,Debito,1
2066,14,1555,20/04/2025,184195.58, debito ,1
2067,6,9999,2025-02-22,2088026.75, debito ,1
2068,1,769,19/11/2025,990209.85,Efectivo,1
2069,1,674,2025-03-20,1853342.99,Efectivo,1
2070,12,1757,05-07-2025,1216670.7, debito ,1
2071,2,1334,18 mayo 25,2564665.79,Credito Tienda,12
2072,12,1320,07/07/2025,1250714.49,Credito Tienda,3
2073,13,806,18 mayo 25,3389165.43,Credito Tienda,24
2074,11,1378,2025-01-11,726999.96,Debito,1
2075,9,562,2025-11-15,1136387.9,Efectivo,1
2076,11,1472,2025-01-16,969161.42,Credito Tienda,6
2077,10,259,09/09/2025,1546936.92,Efectivo,1
2078,5,157,2025-05-08,485402.46,Debito,1
2079,1,136,2025-09-05,228534.33,Debito,1
2080,5,1159,21/11/2025,861977.4,Debito,1
2081,14,943,2025-02-02,1325467.21,Efectivo,1
2082,13,715,2025-10-28,471870.33,Credito Tienda,6
2083,16,807,18 mayo 25,2145080.36,Credito Tienda,12
2084,16,1497,2025-10-05,368391.16, debito ,1
2085,8,1605,2025-11-28,1368274.95, debito ,1
2086,8,571,2025-01-07,1195166.25,Credito Tienda,6
2087,1,1082,2025-09-04,256075.92, debito ,1
2088,8,9999,2025-02-28,1510894.16,Credito Tienda,3
2089,16,1519,18 mayo 25,1131968.02,CREDITO TIENDA,12
2090,9,1439,2025-04-25,1727482.1,Efectivo,1
2091,6,506,2025-07-07,692232.42,Efectivo,1
2092,9,1888,2025-12-22,958471.51,Debito,1
2093,2,713,18 mayo 25,3244082.04, debito ,1
2094,9,1674,2025-11-09,1684947.66,Credito Tienda,24
2095,8,9999,2025-11-13,1165477.12,CREDITO TIENDA,3
2096,6,781,2025-06-03,2039100.79,Debito,1
2097,8,9999,2025-02-14,1106294.82,Debito,1
2098,9,1080,2025-04-14,593458.62,Debito,1
2099,8,155,2025-03-13,658623.02,Efectivo,1
2100,7,373,2025-09-07,1922904.12,Credito Tienda,3
2101,11,1834,2025-02-01,1327859.01,CREDITO TIENDA,24
2102,11,987,18 mayo 25,1267316.94,Efectivo,1
2103,16,1335,24/01/2025,1068158.91,Efectivo,1
2104,9,1902,2025-02-15,1340443.92,Efectivo,1
2105,4,71,2025-02-10,1496437.26, debito ,1
2106,3,519,06/07/2025,261305.4,Efectivo,1
2107,7,9999,17-11-2025,967957.03, debito ,1
2108,15,714,2025-07-25,227918.66,CREDITO TIENDA,24
2109,2,1588,14-02-2025,3210822.91,Debito,1
2110,15,1818,2025-07-04,2462208.29,Efectivo,1
2111,2,405,2025-12-04,1194754.49,CREDITO TIENDA,12
2112,8,739,2025-12-05,1597293.4,Efectivo,1
2113,2,1592,2025-01-15,2551143.86,CREDITO TIENDA,24
2114,7,9999,2025-08-23,2701995.6,Efectivo,1
2115,13,465,2025-03-08,2131163.14,Credito Tienda,24
2116,7,1822,05-03-2025,775173.21,Debito,1
2117,11,9999,2025-03-21,1369586.74,Credito Tienda,3
2118,10,68,2025-10-26,1706155.2,Efectivo,1
2119,10,30,21/03/2025,139793.07,CREDITO TIENDA,3
2120,3,60,18 mayo 25,1855380.26,CREDITO TIENDA,3
2121,13,9999,19/08/2025,668142.7,Efectivo,1
2122,3,1242,18 mayo 25,904370.3, debito ,1
2123,14,393,27/06/2025,2006880.25,Efectivo,1
2124,16,1725,2025-08-20,2721922.8,CREDITO TIENDA,24
2125,8,612,16/12/2025,2818126.83,Efectivo,1
2126,5,1908,2025-09-14,1199946.28,Efectivo,1
2127,3,1207,2025-10-06,1688607.9,CREDITO TIENDA,3
2128,15,719,22/04/2025,2037574.14,CREDITO TIENDA,24
2129,6,819,2025-09-12,2044843.18,Efectivo,1
2130,10,1778,15-06-2025,326210.22,CREDITO TIENDA,24
2131,2,955,2025-10-03,621547.84,CREDITO TIENDA,24
2132,16,1497,2025-10-01,258391.07,Efectivo,1
2133,15,1853,2025-06-10,1758597.09, debito ,1
2134,5,1504,2025-01-11,2602056.46, debito ,1
2135,15,564,2025-12-15,435781.16,Credito Tienda,12
2136,13,1085,02-03-2025,1498344.03,Debito,1
2137,9,1112,2025-08-19,2014593.89, debito ,1
2138,3,308,2025-08-21,1119855.53,CREDITO TIENDA,12
2139,1,127,2025-10-26,506343.63,Credito Tienda,24
2140,11,9999,16/08/2025,597773.81,Debito,1
2141,15,770,2025-07-03,124096.72,Credito Tienda,6
2142,3,286,2025-02-22,2233799.81,Debito,1
2143,4,19,18 mayo 25,2150596.74,CREDITO TIENDA,12
2144,7,449,2025-12-08,504889.2,Debito,1
2145,14,905,2025-03-22,2551529.23,CREDITO TIENDA,6
2146,13,186,2025-08-07,131911.6,Debito,1
2147,5,453,10/09/2025,863349.59,CREDITO TIENDA,24
2148,6,327,2025-10-13,972848.55,Efectivo,1
2149,13,1330,2025-07-28,980000.75,CREDITO TIENDA,12
2150,12,1062,2025-01-24,267464.43, debito ,1
2151,13,779,2025-02-23,433595.36,Debito,1
2152,9,303,2025-03-11,2457215.4,Efectivo,1
2153,15,919,2025-08-13,3466937.88, debito ,1
2154,9,479,23-10-2025,2229771.95,CREDITO TIENDA,6
2155,5,9999,26-04-2025,83705.53,Credito Tienda,24
2156,14,919,2025-03-10,998896.02,Efectivo,1
2157,9,35,04-02-2025,1192316.88,Efectivo,1
2158,6,9999,2025-03-20,1199946.28, debito ,1
2159,10,1787,02-10-2025,1056922.26, debito ,1
2160,10,921,2025-03-06,1449786.84,Efectivo,1
2161,4,457,2025-03-27,914130.42,CREDITO TIENDA,24
2162,15,1696,2025-07-03,207754.1,Debito,1
2163,3,453,2025-10-11,2832926.55,Credito Tienda,12
2164,15,174,05-07-2025,2014419.28,CREDITO TIENDA,24
2165,9,581,03-11-2025,1442774.67,Efectivo,1
2166,16,772,2025-07-26,1652065.22, debito ,1
2167,7,1158,2025-10-18,599973.14,Credito Tienda,24
2168,4,9999,2025-04-13,1199946.28, debito ,1
2169,1,426,2025-03-12,2203687.33,Debito,1
2170,1,1935,18 mayo 25,122096.82,Efectivo,1
2171,16,67,01-06-2025,2383130.84,CREDITO TIENDA,6
2172,13,48,2025-07-21,690544.23,Efectivo,1
2173,13,267,2025-12-25,894307.32,CREDITO TIENDA,6
2174,2,920,2025-01-17,2987387.27,Credito Tienda,24
2175,8,1937,2025-05-06,1459384.25,Efectivo,1
2176,2,521,23-01-2025,2269187.21,Efectivo,1
2177,15,173,2025-04-03,2678869.26,Debito,1
2178,11,1126,2025-04-03,1860792.67, debito ,1
2179,1,1981,2025-01-26,446814.64,Debito,1
2180,16,1606,2025-12-09,1633585.53, debito ,1
2181,12,1038,18 mayo 25,1164379.8,Credito Tienda,24
2182,15,1247,2025-12-22,1408213.55,CREDITO TIENDA,3
2183,6,9999,2025-07-14,2132713.96, debito ,1
2184,15,914,2025-05-05,2964818.38, debito ,1
2185,11,1730,2025-11-10,1012285.98,Debito,1
2186,9,201,18 mayo 25,3886047.12,Debito,1
2187,15,1232,2025-12-06,684862.5,Credito Tienda,24
2188,13,9999,08/11/2025,1325544.28, debito ,1
2189,6,360,18 mayo 25,197867.4,CREDITO TIENDA,12
2190,3,605,2025-03-04,1914488.4,Debito,1
2191,8,446,2025-04-22,1726563.76,CREDITO TIENDA,12
2192,7,174,18 mayo 25,1490715.56,Credito Tienda,24
2193,6,1264,2025-01-09,258379.82,Credito Tienda,6
2194,4,1549,2025-07-22,1958346.84,CREDITO TIENDA,24
2195,12,308,09/09/2025,1283777.82,Debito,1
2196,5,9999,2025-12-03,358992.19,Credito Tienda,3
2197,15,314,2025-05-26,2924456.38,Efectivo,1
2198,12,171,06-06-2025,973810.18,Efectivo,1
2199,1,1111,18 mayo 25,146658.23,Credito Tienda,24
2200,12,384,2025-08-10,1719853.72,Efectivo,1
2201,15,1977,2025-04-24,1686423.95,CREDITO TIENDA,3
2202,7,60,2025-04-17,1343696.07,Credito Tienda,12
2203,7,1024,09-08-2025,1523498.71,CREDITO TIENDA,6
2204,1,676,2025-12-06,1321448.02,CREDITO TIENDA,6
2205,3,1022,2025-05-11,1636988.81,Credito Tienda,6
2206,7,1130,2025-03-18,3516844.81,CREDITO TIENDA,6
2207,7,595,2025-08-22,692232.42,CREDITO TIENDA,3
2208,10,78,2025-09-05,1984775.73,CREDITO TIENDA,24
2209,12,1431,25/02/2025,2416988.54,Debito,1
2210,5,335,26/12/2025,2714782.29,Efectivo,1
2211,3,489,2025-03-23,128037.96,Efectivo,1
2212,6,1432,02-04-2025,2964142.23,Efectivo,1
2213,6,1440,2025-05-20,484395.9,Credito Tienda,24
2214,6,194,2025-04-20,907280.0,Credito Tienda,12
2215,11,31,2025-07-25,2993505.16,Efectivo,1
2216,9,465,2025-05-11,1367782.19, debito ,1
2217,4,9999,2025-02-21,2894091.04,Efectivo,1
2218,12,1027,2025-12-03,315519.75,CREDITO TIENDA,6
2219,4,587,18 mayo 25,296729.31, debito ,1
2220,7,1216,2025-01-13,2520460.21,Efectivo,1
2221,4,1956,2025-12-27,2353060.95,Credito Tienda,6
2222,16,1021,18 mayo 25,916690.32,Credito Tienda,24
2223,15,625,2025-03-08,899961.14,Debito,1
2224,14,855,2025-06-24,1340443.92, debito ,1
2225,8,1360,18 mayo 25,327198.34,Debito,1
2226,6,1078,2025-12-02,2426580.92,Debito,1
2227,9,1203,21/04/2025,2476300.48,Debito,1
2228,5,1413,11/01/2025,1886321.48,Efectivo,1
2229,1,1898,2025-04-25,636952.4, debito ,1
2230,14,9999,2025-10-15,1946233.44, debito ,1
2231,9,1139,10/06/2025,1188869.82,Efectivo,1
2232,14,9999,2025-12-10,368391.16,CREDITO TIENDA,24
2233,16,9999,2025-09-11,1792064.22,Debito,1
2234,15,679,2025-08-06,1979954.51,Credito Tienda,24
2235,16,1319,18 mayo 25,2098556.89,Efectivo,1
2236,3,9999,2025-04-24,1827055.2,Credito Tienda,3
2237,6,264,2025-06-03,697423.89,Credito Tienda,6
2238,7,1129,2025-03-12,447956.17,Credito Tienda,12
2239,2,1448,2025-11-16,2334909.09, debito ,1
2240,14,1391,2025-06-03,668142.7, debito ,1
2241,15,780,2025-12-26,2190408.69,Credito Tienda,3
2242,1,9999,27-04-2025,1196327.03,Debito,1
2243,1,747,2025-01-17,4331460.06,CREDITO TIENDA,24
2244,8,1427,2025-08-12,1313819.6,Debito,1
2245,14,1093,2025-11-01,1448216.93,Efectivo,1
2246,8,808,2025-08-12,1620745.65,Efectivo,1
2247,15,824,17-07-2025,404919.3, debito ,1
2248,8,1134,2025-06-02,1087728.58,Debito,1
2249,4,1777,2025-12-17,458733.25,Debito,1
2250,4,195,2025-11-21,2074727.96, debito ,1
2251,1,1311,2025-10-13,1302523.92,Debito,1
2252,1,123,2025-03-07,422345.08,CREDITO TIENDA,3
2253,6,1249,26/03/2025,3033892.29,CREDITO TIENDA,24
2254,6,1211,10-11-2025,1119055.32, debito ,1
2255,6,1612,18 mayo 25,2348864.97,Credito Tienda,24
2256,11,1905,2025-09-25,1687174.74, debito ,1
2257,1,79,2025-05-10,1594551.27,Efectivo,1
2258,4,661,18 mayo 25,1175331.31,Efectivo,1
2259,3,841,18 mayo 25,1687190.97,CREDITO TIENDA,24
2260,14,654,18 mayo 25,809838.6,Credito Tienda,6
2261,15,9999,2025-03-08,345148.59,CREDITO TIENDA,12
2262,11,1096,2025-03-27,1498344.03, debito ,1
2263,14,1509,2025-05-07,4094474.63,Efectivo,1
2264,1,9999,2025-06-06,236923.45,Credito Tienda,6
2265,7,1210,2025-07-08,3917829.66,Credito Tienda,12
2266,1,9999,05/03/2025,1797317.55, debito ,1
2267,16,402,2025-11-04,1228018.55,Efectivo,1
2268,10,793,2025-06-22,1511714.86,Efectivo,1
2269,16,1188,2025-08-01,1553558.33,Debito,1
2270,10,863,01-10-2025,1060489.93, debito ,1
2271,2,1580,2025-07-21,3015095.81,CREDITO TIENDA,3
2272,15,9999,2025-05-17,2239585.28,Credito Tienda,6
2273,2,413,2025-05-09,1196838.72,Debito,1
2274,8,473,2025-10-01,1297124.13,Debito,1
2275,7,1257,15/01/2025,435781.16,Efectivo,1
2276,14,1519,2025-05-04,252834.22,Credito Tienda,24
2277,3,9999,2025-03-26,3198193.48,Credito Tienda,24
2278,5,619,2025-01-23,3147505.83,CREDITO TIENDA,3
2279,16,1627,28-12-2025,813121.63,Efectivo,1
2280,6,714,2025-05-24,288754.26,CREDITO TIENDA,6
2281,15,88,2025-03-12,1611371.68,Debito,1
2282,15,1682,2025-12-25,3124348.76,CREDITO TIENDA,12
2283,3,1391,2025-09-06,1336285.4,CREDITO TIENDA,12
2284,14,382,2025-10-27,2049442.29,Credito Tienda,24
2285,9,1033,2025-05-01,297401.61, debito ,1
2286,2,1057,18 mayo 25,2556058.18, debito ,1
2287,6,1838,2025-04-25,379251.33,Credito Tienda,6
2288,13,368,2025-02-11,995162.94,Credito Tienda,6
2289,2,594,2025-12-23,1062137.96,Efectivo,1
2290,7,1632,2025-05-18,2461990.2,CREDITO TIENDA,6
2291,16,1509,2025-02-25,484395.9,Credito Tienda,24
2292,2,136,2025-01-20,552586.74,Credito Tienda,3
2293,5,1577,12-09-2025,384113.88,Debito,1
2294,5,1692,18 mayo 25,1295067.9, debito ,1
2295,2,9999,2025-11-12,1141169.89,Efectivo,1
2296,10,1831,21-06-2025,650761.81,CREDITO TIENDA,12
2297,12,1008,2025-08-09,633740.22, debito ,1
2298,15,9999,2025-08-28,2798801.32,Credito Tienda,6
2299,8,1643,28-12-2025,2916243.37,Efectivo,1
2300,14,1849,2025-11-17,2521313.88,CREDITO TIENDA,3
2301,2,675,2025-09-08,1615447.31,Credito Tienda,3
2302,13,1819,2025-12-05,1374453.78,Credito Tienda,3
2303,16,578,2025-11-09,3198229.26,Credito Tienda,12
2304,9,9999,2025-12-16,1415610.99,Efectivo,1
2305,1,19,07/07/2025,1301793.2,Efectivo,1
2306,9,67,02/08/2025,396289.94,CREDITO TIENDA,3
2307,1,11,2025-05-26,1538661.69,CREDITO TIENDA,6
2308,4,333,2025-02-22,1687859.35, debito ,1
2309,8,825,18 mayo 25,525974.52,Debito,1
2310,11,1358,05-07-2025,1307343.48,Credito Tienda,24
2311,10,1526,2025-10-18,931442.6,Credito Tienda,6
2312,9,47,2025-11-04,1300675.84,Credito Tienda,3
2313,1,9999,2025-06-13,1896107.41,Efectivo,1
2314,5,75,2025-03-09,244193.64,Debito,1
2315,7,1946,2025-04-14,3055138.92,CREDITO TIENDA,3
2316,4,9999,2025-10-04,2717826.26,Credito Tienda,6
2317,14,172,2025-10-05,1575840.87,CREDITO TIENDA,12
2318,7,22,18 mayo 25,657445.44,Efectivo,1
2319,14,1812,2025-06-03,2135341.7,Credito Tienda,24
2320,15,119,2025-03-08,2035619.67,Efectivo,1
2321,9,220,18 mayo 25,2118041.64,Debito,1
2322,15,900,2025-10-02,831607.62,CREDITO TIENDA,6
2323,8,499,2025-12-20,325206.07,Debito,1
2324,9,639,2025-05-25,5378328.61,Efectivo,1
2325,6,205,2025-10-22,1549919.27,Efectivo,1
2326,4,1886,2025-01-10,1348759.37, debito ,1
2327,14,1273,18 mayo 25,2753022.93,Credito Tienda,24
2328,3,1750,2025-02-27,596204.88,CREDITO TIENDA,24
2329,16,1375,2025-08-13,1502766.63,Credito Tienda,3
2330,11,1444,11-11-2025,1825125.1,Credito Tienda,12
2331,1,1933,18 mayo 25,1069521.51,Debito,1
2332,8,9999,16/04/2025,1336007.96,Credito Tienda,3
2333,16,1562,2025-11-17,1095891.23,Efectivo,1
2334,8,367,2025-03-21,227918.66,Credito Tienda,24
2335,15,1734,18 mayo 25,1858064.22, debito ,1
2336,4,1826,11/10/2025,1957214.97, debito ,1
2337,7,694,18 mayo 25,318892.55,Debito,1
2338,8,1450,2025-07-06,1715049.65, debito ,1
2339,11,267,10/05/2025,1595396.95,Credito Tienda,3
2340,9,626,18 mayo 25,1605744.6,Credito Tienda,24
2341,15,1550,2025-01-02,1587498.84, debito ,1
2342,10,1683,2025-05-17,3185629.26,CREDITO TIENDA,3
2343,7,1665,19-08-2025,1917659.12,Efectivo,1
2344,12,53,2025-07-14,3815759.11,Credito Tienda,6
2345,12,372,18-09-2025,1614235.01,Credito Tienda,12
2346,6,503,2025-12-01,794762.28,Credito Tienda,24
2347,3,1811,19/05/2025,2849300.0,Credito Tienda,6
2348,12,9999,2025-04-23,1383203.28, debito ,1
2349,11,1373,09/08/2025,1281966.98,Debito,1
2350,9,298,2025-09-05,458733.25,Debito,1
2351,2,1363,08-07-2025,1117130.02,Efectivo,1
2352,5,1091,2025-01-02,134197.19,Debito,1
2353,2,1193,2025-02-03,1364598.02, debito ,1
2354,6,664,2025-05-21,685202.41,CREDITO TIENDA,24
2355,5,445,2025-12-23,329669.09,Efectivo,1
2356,10,1275,18 mayo 25,3462801.06, debito ,1
2357,11,9999,2025-06-13,397358.24,Debito,1
2358,14,671,2025-05-14,2432773.78,Efectivo,1
2359,4,1336,26/06/2025,1449053.78, debito ,1
2360,12,1371,16/04/2025,178309.62, debito ,1
2361,10,699,2025-03-21,2295333.21,Credito Tienda,3
2362,12,161,2025-09-20,274808.54,Efectivo,1
2363,1,1529,09-02-2025,1894108.68,Debito,1
2364,10,9999,2025-06-20,3733190.87,Debito,1
2365,1,628,2025-06-24,1372076.18,Efectivo,1
2366,15,1045,2025-02-12,525085.78,Credito Tienda,12
2367,13,959,2025-04-21,1419457.77,Efectivo,1
2368,8,1291,2025-12-27,1655592.69,Efectivo,1
2369,13,265,2025-05-24,1010351.63,Credito Tienda,24
2370,7,505,2025-12-08,1694085.29, debito ,1
2371,12,1524,2025-12-14,520798.0,Credito Tienda,12
2372,4,9999,2025-12-27,301425.18,Efectivo,1
2373,7,1874,2025-09-02,3002527.73,CREDITO TIENDA,12
2374,4,400,2025-06-27,1150819.53, debito ,1
2375,7,9999,15-05-2025,2195066.64,Credito Tienda,24
2376,7,563,2025-08-22,728103.69, debito ,1
2377,13,866,2025-04-16,519511.81,Efectivo,1
2378,6,870,2025-04-11,766589.49,CREDITO TIENDA,24
2379,11,1820,2025-06-08,1233691.65,Debito,1
2380,12,9999,07-06-2025,1238066.97,Credito Tienda,3
2381,15,801,2025-04-24,1368154.22,Credito Tienda,6
2382,8,1647,2025-11-17,280675.77,Debito,1
2383,11,984,07/01/2025,1569810.91,Credito Tienda,3
2384,12,1438,13-12-2025,3588542.04,Efectivo,1
2385,3,1126,18 mayo 25,455570.46,Efectivo,1
2386,5,1361,2025-11-22,475846.59, debito ,1
2387,12,694,23/01/2025,879326.03,Credito Tienda,12
2388,2,1583,2025-03-22,1790393.44,Efectivo,1
2389,14,760,2025-01-10,1673714.06,Credito Tienda,6
2390,14,1122,18 mayo 25,3393048.66, debito ,1
2391,8,1275,2025-09-04,274996.62,Debito,1
2392,16,661,2025-08-28,1503696.46,Credito Tienda,3
2393,6,1806,01/12/2025,420159.51,Efectivo,1
2394,10,1376,20/12/2025,2142205.58,Efectivo,1
2395,12,1810,2025-11-09,1436165.53,Credito Tienda,3
2396,9,1183,2025-05-06,1566480.13,Credito Tienda,3
2397,15,303,07/11/2025,2132466.06,Credito Tienda,3
2398,11,302,17-11-2025,1422656.41,Efectivo,1
2399,8,1212,2025-07-08,420159.51, debito ,1
2400,14,1678,2025-10-19,2222698.92, debito ,1
2401,3,9999,2025-07-14,1081334.14, debito ,1
2402,2,1530,2025-02-10,3184211.92,CREDITO TIENDA,12
2403,4,150,2025-04-22,1866921.06,CREDITO TIENDA,3
2404,11,1361,2025-03-16,1246784.14, debito ,1
2405,3,912,2025-09-22,1600487.45, debito ,1
2406,5,822,2025-02-15,1700715.0,Debito,1
2407,8,1057,2025-07-15,2657294.87,Debito,1
2408,2,297,2025-04-04,2400921.13,CREDITO TIENDA,3
2409,8,1374,02/12/2025,1353198.79,Efectivo,1
2410,16,1604,18 mayo 25,2418602.56,CREDITO TIENDA,6
2411,12,860,18 mayo 25,526392.36,CREDITO TIENDA,3
2412,7,1957,18 mayo 25,3106467.84,Credito Tienda,24
2413,7,127,2025-12-03,708247.12,CREDITO TIENDA,6
2414,11,1438,2025-06-08,1707936.94,Credito Tienda,6
2415,5,1374,2025-07-03,1014660.34,Credito Tienda,12
2416,16,1935,2025-10-22,3079619.4,Credito Tienda,3
2417,4,1790,2025-12-16,3103763.47, debito ,1
2418,7,9999,2025-12-14,733357.5,Debito,1
2419,1,1799,2025-04-04,252444.6, debito ,1
2420,2,900,2025-09-24,1068656.07,Debito,1
2421,9,468,2025-07-01,1041083.85,Credito Tienda,6
2422,6,283,2025-03-20,146658.23, debito ,1
2423,11,185,2025-11-25,3180023.63,Credito Tienda,6
2424,13,1580,2025-10-12,1715810.53,Debito,1
2425,16,118,2025-06-12,1516884.38,CREDITO TIENDA,6
2426,13,398,2025-06-20,2011330.92,Credito Tienda,6
2427,13,163,2025-11-01,2171829.92,Credito Tienda,3
2428,11,234,02-10-2025,2004428.1,Efectivo,1
2429,12,1283,25/04/2025,3023190.73,CREDITO TIENDA,24
2430,8,207,2025-02-09,1258670.99,Debito,1
2431,14,517,2025-03-09,1799919.42,Credito Tienda,12
2432,15,67,18 mayo 25,368391.16,Debito,1
2433,11,9999,2025-02-16,2917632.48,CREDITO TIENDA,6
2434,11,1050,2025-07-14,471870.33, debito ,1
2435,13,680,03/04/2025,525320.27, debito ,1
2436,4,1675,26/09/2025,2898281.26,Debito,1
2437,14,1509,28/08/2025,484395.9, debito ,1
2438,1,9999,18 mayo 25,885239.34,Debito,1
2439,8,9999,2025-01-20,2839277.36,Credito Tienda,24
2440,10,9999,18 mayo 25,1214757.9,Efectivo,1
2441,9,65,11-12-2025,633740.22, debito ,1
2442,13,1276,2025-05-08,1294091.46,Efectivo,1
2443,12,1051,2025-08-15,768715.69,CREDITO TIENDA,24
2444,8,1818,2025-11-22,561696.39,Credito Tienda,24
2445,4,9999,18 mayo 25,1521252.69,Debito,1
2446,5,1657,2025-11-18,167411.06,CREDITO TIENDA,3
2447,6,1250,2025-02-10,244993.33,CREDITO TIENDA,12
2448,1,132,12-11-2025,497204.19,Credito Tienda,12
2449,5,1057,18 mayo 25,2264149.64,Credito Tienda,24
2450,9,1984,2025-07-27,815185.84,Efectivo,1
2451,3,9999,2025-08-25,3010659.66,CREDITO TIENDA,24
2452,8,1287,18 mayo 25,789885.87,Debito,1
2453,13,1263,2025-11-16,2307470.64,Credito Tienda,12
2454,1,1253,2025-12-15,139793.07, debito ,1
2455,2,1620,2025-09-19,1254011.94,Debito,1
2456,3,679,2025-03-21,2213180.12,Debito,1
2457,10,1919,2025-12-03,2263146.86,Credito Tienda,3
2458,7,651,18 mayo 25,2132934.67,CREDITO TIENDA,24
2459,14,702,2025-07-25,331469.46,CREDITO TIENDA,3
2460,1,9999,2025-12-19,1273457.48, debito ,1
2461,1,9999,2025-07-19,1327859.01,CREDITO TIENDA,3
2462,15,1614,18 mayo 25,2809185.92,Debito,1
2463,4,1709,03/03/2025,1335763.5,Debito,1
2464,15,1176,2025-10-04,1756786.63,Debito,1
2465,13,1200,2025-06-15,242701.23,Debito,1
2466,2,277,2025-05-07,1913761.93, debito ,1
2467,12,9999,2025-09-16,337428.66,Efectivo,1
2468,11,9999,17-10-2025,1177710.59,Efectivo,1
2469,13,560,2025-09-08,2447166.85,Efectivo,1
2470,8,9999,02-03-2025,3682237.6,Credito Tienda,3
2471,2,1299,2025-05-21,514849.37,Credito Tienda,6
2472,15,544,2025-11-05,2638542.09,Efectivo,1
2473,3,181,18 mayo 25,2597470.56, debito ,1
2474,9,9999,17-01-2025,580483.64,Debito,1
2475,6,9999,18 mayo 25,1271843.11,Efectivo,1
2476,14,1811,2025-07-13,2028576.05,Credito Tienda,3
2477,4,1406,2025-09-04,404919.3,Credito Tienda,24
2478,2,1597,2025-05-11,396289.94,Efectivo,1
2479,9,1338,2025-05-13,1161177.68,Credito Tienda,24
2480,3,225,2025-03-26,578730.48,Credito Tienda,12
2481,1,379,2025-01-20,1854887.3,Credito Tienda,6
2482,2,1962,2025-09-10,775139.46,Credito Tienda,3
2483,12,1145,2025-12-25,3029281.12,Efectivo,1
2484,5,1642,2025-02-04,907051.06,Efectivo,1
2485,14,19,2025-07-04,1208270.85, debito ,1
2486,9,336,2025-12-24,1030212.0,Credito Tienda,6
2487,7,151,2025-12-25,1347259.84, debito ,1
2488,3,1827,2025-07-21,929869.44,Debito,1
2489,3,1865,2025-03-04,161465.3,Debito,1
2490,1,440,2025-09-27,775173.21, debito ,1
2491,9,109,2025-05-21,940074.16, debito ,1
2492,8,9999,2025-05-21,945899.11,Credito Tienda,6
2493,5,1103,18 mayo 25,504889.2,CREDITO TIENDA,12
2494,16,931,2025-09-04,1145131.44,Credito Tienda,3
2495,10,72,2025-02-15,517939.9,Efectivo,1
2496,3,750,17-08-2025,882778.43,Efectivo,1
2497,9,1814,18 mayo 25,590045.77,Efectivo,1
2498,5,1851,2025-09-11,1776985.18, debito ,1
2499,14,1681,2025-06-14,471437.83,Efectivo,1
2500,4,351,2025-10-22,2568769.24,CREDITO TIENDA,3
2501,4,1643,2025-04-13,3315375.18,CREDITO TIENDA,12
2502,1,1068,16/03/2025,1082736.1,Efectivo,1
2503,13,946,2025-06-13,628712.8,Efectivo,1
2504,3,839,2025-08-09,1130742.56,CREDITO TIENDA,6
2505,8,9999,2025-03-22,2091269.61,Credito Tienda,3
